case_id,timestamp,analyst_id,severity,alert_type,asset_ip,escalated,time_to_close_mins,resolution_notes
CASE-00881,2026-07-16T14:00:00,SOC-A01,High,Policy Violation,10.0.3.20-PAYMENT-PROC,No,60,Investigated within SLA. Closed.
CASE-00746,2026-09-08T06:42:00,SOC-A02,Low,Unauthorized Access,10.0.1.20-APPSERVER,No,81,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00450,2026-07-09T09:45:00,SOC-A01,Medium,Privilege Escalation,10.0.1.20-APPSERVER,No,32,Escalated to incident response team. Containment actions initiated.
CASE-00767,2026-08-02T20:37:00,SOC-A02,Low,Anomalous Login,10.0.6.10-WORKSTATION-POOL,No,103,Escalated to incident response team. Containment actions initiated.
CASE-00216,2026-09-16T04:43:00,SOC-A03,Medium,Malware Detection,10.0.3.20-PAYMENT-PROC,No,66,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00824,2026-08-11T11:00:00,SOC-A05,Critical,DDoS Indicator,10.0.4.10-AUTH-SERVER,No,3,"False positive, closed."
CASE-00679,2026-07-04T10:56:00,SOC-A03,Critical,Lateral Movement,10.0.4.10-AUTH-SERVER,No,143,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00687,2026-07-06T07:33:00,SOC-A01,Medium,Unauthorized Access,10.0.5.20-VPN-ENDPOINT,No,81,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00309,2026-09-08T18:42:00,SOC-A03,Low,Privilege Escalation,10.0.6.10-WORKSTATION-POOL,No,12,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00262,2026-09-02T05:59:00,SOC-A03,High,Lateral Movement,10.0.6.10-WORKSTATION-POOL,Yes,39,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00403,2026-07-02T01:53:00,SOC-A02,High,Phishing Email,10.0.1.20-APPSERVER,Yes,80,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00009,2026-07-27T21:17:00,SOC-A01,High,Data Exfiltration,10.0.5.20-VPN-ENDPOINT,No,185,Escalated to incident response team. Containment actions initiated.
CASE-00398,2026-07-20T03:10:00,SOC-A04,Medium,DDoS Indicator,10.0.3.20-PAYMENT-PROC,No,25,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00454,2026-08-06T00:24:00,SOC-A02,Low,Privilege Escalation,10.0.6.10-WORKSTATION-POOL,No,119,Escalated to incident response team. Containment actions initiated.
CASE-00243,2026-09-16T16:25:00,SOC-A01,Medium,Phishing Email,10.0.1.10-WEBSERVER,No,27,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00548,2026-08-20T11:32:00,SOC-A02,Low,DDoS Indicator,10.0.1.20-APPSERVER,No,106,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00125,2026-08-17T13:09:00,SOC-A02,Low,Data Exfiltration,10.0.4.10-AUTH-SERVER,No,31,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00655,2026-07-30T23:41:00,SOC-A04,High,DDoS Indicator,10.0.1.10-WEBSERVER,Yes,43,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00317,2026-09-10T17:32:00,SOC-A01,Medium,DDoS Indicator,10.0.1.10-WEBSERVER,No,55,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00394,2026-07-06T07:57:00,SOC-A03,High,Malware Detection,10.0.4.10-AUTH-SERVER,No,147,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00566,2026-07-30T15:50:00,SOC-A01,High,Lateral Movement,10.0.3.20-PAYMENT-PROC,Yes,138,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00260,2026-08-11T09:41:00,SOC-A01,Low,Anomalous Login,10.0.6.10-WORKSTATION-POOL,No,93,Escalated to incident response team. Containment actions initiated.
CASE-00246,2026-09-11T09:30:00,SOC-A03,High,Unauthorized Access,10.0.3.20-PAYMENT-PROC,Yes,202,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00056,2026-09-24T13:20:00,SOC-A02,Medium,Unauthorized Access,10.0.3.20-PAYMENT-PROC,No,34,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00036,2026-09-18T02:26:00,SOC-A03,Medium,Privilege Escalation,10.0.5.10-EMAIL-GW,No,43,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00621,2026-07-12T04:00:00,SOC-A04,Medium,Policy Violation,10.0.3.20-PAYMENT-PROC,No,49,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00022,2026-07-28T17:48:00,SOC-A03,High,Phishing Email,10.0.1.20-APPSERVER,No,132,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00316,2026-08-26T11:48:00,SOC-A01,Low,Unauthorized Access,10.0.1.20-APPSERVER,No,33,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00377,2026-09-20T17:34:00,SOC-A01,Medium,Malware Detection,10.0.3.20-PAYMENT-PROC,No,49,Escalated to incident response team. Containment actions initiated.
CASE-00659,2026-07-11T12:32:00,SOC-A02,Medium,Data Exfiltration,10.0.5.20-VPN-ENDPOINT,No,107,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00372,2026-07-27T16:38:00,SOC-A04,Medium,Brute Force Attempt,10.0.5.20-VPN-ENDPOINT,No,47,Escalated to incident response team. Containment actions initiated.
CASE-00149,2026-09-23T16:19:00,SOC-A01,Medium,Unauthorized Access,10.0.1.10-WEBSERVER,No,71,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00719,2026-08-26T16:01:00,SOC-A02,High,Policy Violation,10.0.5.10-EMAIL-GW,Yes,78,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00253,2026-07-25T07:17:00,SOC-A03,Medium,Lateral Movement,10.0.1.20-APPSERVER,No,108,Escalated to incident response team. Containment actions initiated.
CASE-00808,2026-08-28T13:00:00,SOC-A05,High,Phishing Email,10.0.2.51-DB-CUSTOMER,No,3,No action required.
CASE-00889,2026-08-13T06:00:00,SOC-A03,Critical,Malware Detection,10.0.2.51-DB-CUSTOMER,No,58,Investigated within SLA. Closed.
CASE-00559,2026-07-22T08:59:00,SOC-A01,Low,Lateral Movement,10.0.4.10-AUTH-SERVER,No,102,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00859,2026-08-03T05:00:00,SOC-A05,Medium,Data Exfiltration,10.0.3.20-PAYMENT-PROC,No,8,No action required.
CASE-00116,2026-08-23T10:59:00,SOC-A01,High,Lateral Movement,10.0.3.20-PAYMENT-PROC,No,102,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00384,2026-07-08T15:54:00,SOC-A02,Medium,Malware Detection,10.0.3.20-PAYMENT-PROC,No,42,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00547,2026-09-22T04:23:00,SOC-A03,Low,Policy Violation,10.0.6.10-WORKSTATION-POOL,No,27,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00503,2026-07-18T22:47:00,SOC-A03,High,Privilege Escalation,10.0.1.10-WEBSERVER,Yes,186,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00890,2026-09-02T08:00:00,SOC-A03,Critical,Unauthorized Access,10.0.3.20-PAYMENT-PROC,No,58,Investigated within SLA. Closed.
CASE-00604,2026-07-10T02:10:00,SOC-A03,Low,Lateral Movement,10.0.3.20-PAYMENT-PROC,No,93,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00261,2026-09-07T23:46:00,SOC-A02,High,Brute Force Attempt,10.0.1.10-WEBSERVER,Yes,136,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00419,2026-07-21T23:27:00,SOC-A03,High,DDoS Indicator,10.0.4.10-AUTH-SERVER,No,74,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00451,2026-07-08T07:02:00,SOC-A02,Medium,Phishing Email,10.0.3.20-PAYMENT-PROC,No,45,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00282,2026-07-31T06:04:00,SOC-A04,Low,Brute Force Attempt,10.0.1.10-WEBSERVER,No,86,Escalated to incident response team. Containment actions initiated.
CASE-00852,2026-07-23T17:00:00,SOC-A05,High,Anomalous Login,10.0.2.50-DB-CORE-BANKING,No,4,No action required.
CASE-00180,2026-09-16T15:32:00,SOC-A04,Low,Phishing Email,10.0.1.10-WEBSERVER,No,23,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00110,2026-08-22T01:12:00,SOC-A04,Medium,Policy Violation,10.0.5.10-EMAIL-GW,No,90,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00148,2026-07-09T15:28:00,SOC-A01,High,Privilege Escalation,10.0.5.10-EMAIL-GW,No,145,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00224,2026-09-06T13:49:00,SOC-A01,Medium,Phishing Email,10.0.5.10-EMAIL-GW,No,26,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00434,2026-08-20T15:31:00,SOC-A01,High,Unauthorized Access,10.0.3.20-PAYMENT-PROC,No,194,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00698,2026-08-28T13:28:00,SOC-A01,Low,DDoS Indicator,10.0.5.10-EMAIL-GW,No,41,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00856,2026-09-01T22:00:00,SOC-A05,Medium,Brute Force Attempt,10.0.1.20-APPSERVER,No,5,"Known issue, no action."
CASE-00599,2026-07-28T08:30:00,SOC-A04,High,Lateral Movement,10.0.1.10-WEBSERVER,Yes,220,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00338,2026-08-27T18:27:00,SOC-A02,Low,Lateral Movement,10.0.5.20-VPN-ENDPOINT,No,36,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00796,2026-09-19T09:22:00,SOC-A02,Medium,Malware Detection,10.0.5.10-EMAIL-GW,No,34,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00126,2026-09-17T12:39:00,SOC-A02,Medium,Policy Violation,10.0.4.10-AUTH-SERVER,No,39,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00615,2026-09-15T07:50:00,SOC-A02,Low,DDoS Indicator,10.0.3.20-PAYMENT-PROC,No,62,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00244,2026-09-05T14:09:00,SOC-A02,Medium,Anomalous Login,10.0.5.10-EMAIL-GW,No,51,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00701,2026-07-14T13:11:00,SOC-A02,Low,Anomalous Login,10.0.3.20-PAYMENT-PROC,No,68,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00833,2026-07-22T08:00:00,SOC-A05,High,Policy Violation,10.0.3.20-PAYMENT-PROC,No,3,"False positive, closed."
CASE-00792,2026-09-28T11:35:00,SOC-A01,Low,Malware Detection,10.0.1.20-APPSERVER,No,27,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00538,2026-07-21T05:14:00,SOC-A02,Medium,Data Exfiltration,10.0.3.20-PAYMENT-PROC,No,24,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00595,2026-08-21T08:28:00,SOC-A02,Low,Malware Detection,10.0.1.20-APPSERVER,No,114,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00681,2026-09-15T07:14:00,SOC-A01,Medium,Policy Violation,10.0.3.20-PAYMENT-PROC,No,98,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00764,2026-08-18T21:45:00,SOC-A02,Low,Unauthorized Access,10.0.3.20-PAYMENT-PROC,No,77,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00124,2026-07-22T22:19:00,SOC-A03,Critical,Lateral Movement,10.0.1.10-WEBSERVER,Yes,233,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00513,2026-08-04T05:18:00,SOC-A01,Medium,Lateral Movement,10.0.1.20-APPSERVER,No,98,Escalated to incident response team. Containment actions initiated.
CASE-00857,2026-07-09T19:00:00,SOC-A05,High,Anomalous Login,10.0.5.10-EMAIL-GW,No,10,"Known issue, no action."
CASE-00115,2026-08-19T06:58:00,SOC-A02,Medium,Malware Detection,10.0.5.20-VPN-ENDPOINT,No,120,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00741,2026-08-27T17:18:00,SOC-A04,Low,Privilege Escalation,10.0.5.10-EMAIL-GW,No,35,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00144,2026-07-07T10:15:00,SOC-A02,Critical,Privilege Escalation,10.0.6.10-WORKSTATION-POOL,No,47,Escalated to incident response team. Containment actions initiated.
CASE-00407,2026-08-05T08:28:00,SOC-A02,High,Policy Violation,10.0.1.10-WEBSERVER,Yes,195,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00093,2026-09-09T09:44:00,SOC-A04,Critical,Anomalous Login,10.0.5.20-VPN-ENDPOINT,Yes,56,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00870,2026-07-17T02:00:00,SOC-A05,High,Malware Detection,10.0.1.20-APPSERVER,No,1,"Known issue, no action."
CASE-00788,2026-07-23T20:03:00,SOC-A01,Critical,Data Exfiltration,10.0.6.10-WORKSTATION-POOL,No,146,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00836,2026-08-10T18:00:00,SOC-A05,High,Policy Violation,10.0.3.10-SWIFT-GATEWAY,No,3,No action required.
CASE-00417,2026-07-08T00:09:00,SOC-A01,Medium,DDoS Indicator,10.0.1.20-APPSERVER,No,118,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00752,2026-08-17T03:37:00,SOC-A01,Medium,DDoS Indicator,10.0.5.20-VPN-ENDPOINT,No,28,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00306,2026-07-12T12:24:00,SOC-A01,Low,Brute Force Attempt,10.0.4.10-AUTH-SERVER,No,91,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00617,2026-08-24T20:15:00,SOC-A03,Medium,DDoS Indicator,10.0.6.10-WORKSTATION-POOL,No,46,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00322,2026-08-28T03:08:00,SOC-A03,Low,Anomalous Login,10.0.4.10-AUTH-SERVER,No,117,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00086,2026-09-10T00:33:00,SOC-A02,Critical,Policy Violation,10.0.1.10-WEBSERVER,Yes,214,Escalated to incident response team. Containment actions initiated.
CASE-00057,2026-09-25T23:57:00,SOC-A03,Low,DDoS Indicator,10.0.5.10-EMAIL-GW,No,61,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00864,2026-07-19T00:00:00,SOC-A05,Medium,DDoS Indicator,10.0.3.10-SWIFT-GATEWAY,No,6,"Known issue, no action."
CASE-00731,2026-07-19T19:16:00,SOC-A02,Critical,Phishing Email,10.0.4.10-AUTH-SERVER,No,209,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00044,2026-07-17T20:16:00,SOC-A04,Low,Brute Force Attempt,10.0.4.10-AUTH-SERVER,No,81,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00660,2026-09-10T06:31:00,SOC-A02,Low,Anomalous Login,10.0.5.10-EMAIL-GW,No,81,Escalated to incident response team. Containment actions initiated.
CASE-00181,2026-09-03T20:11:00,SOC-A04,Low,DDoS Indicator,10.0.5.20-VPN-ENDPOINT,No,66,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00564,2026-09-07T16:48:00,SOC-A02,Low,DDoS Indicator,10.0.4.10-AUTH-SERVER,No,87,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00675,2026-08-23T07:36:00,SOC-A03,Low,DDoS Indicator,10.0.3.20-PAYMENT-PROC,No,67,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00285,2026-09-23T16:14:00,SOC-A01,Medium,Anomalous Login,10.0.3.20-PAYMENT-PROC,No,81,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00265,2026-08-13T09:36:00,SOC-A02,Medium,Unauthorized Access,10.0.1.20-APPSERVER,No,88,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00030,2026-07-07T20:34:00,SOC-A02,High,Policy Violation,10.0.1.10-WEBSERVER,Yes,72,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00140,2026-08-19T14:23:00,SOC-A04,Medium,Data Exfiltration,10.0.5.20-VPN-ENDPOINT,No,85,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00812,2026-09-13T07:00:00,SOC-A05,High,Anomalous Login,10.0.1.10-WEBSERVER,No,4,"False positive, closed."
CASE-00164,2026-09-16T14:26:00,SOC-A01,Low,Unauthorized Access,10.0.6.10-WORKSTATION-POOL,No,54,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00834,2026-07-19T11:00:00,SOC-A05,Critical,Policy Violation,10.0.2.50-DB-CORE-BANKING,No,2,Duplicate alert.
CASE-00038,2026-07-02T14:39:00,SOC-A01,Critical,DDoS Indicator,10.0.1.10-WEBSERVER,Yes,167,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00663,2026-08-14T19:52:00,SOC-A02,Critical,Privilege Escalation,10.0.4.10-AUTH-SERVER,Yes,142,Escalated to incident response team. Containment actions initiated.
CASE-00869,2026-07-29T04:00:00,SOC-A05,Medium,Privilege Escalation,10.0.3.10-SWIFT-GATEWAY,No,3,No action required.
CASE-00835,2026-07-24T05:00:00,SOC-A05,High,Data Exfiltration,10.0.2.51-DB-CUSTOMER,No,1,"False positive, closed."
CASE-00574,2026-07-12T04:30:00,SOC-A01,Critical,Privilege Escalation,10.0.4.10-AUTH-SERVER,Yes,46,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00498,2026-08-10T03:31:00,SOC-A01,High,Brute Force Attempt,10.0.1.10-WEBSERVER,Yes,133,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00476,2026-08-25T21:08:00,SOC-A03,Low,Privilege Escalation,10.0.4.10-AUTH-SERVER,No,106,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00318,2026-09-15T19:50:00,SOC-A01,Low,Unauthorized Access,10.0.4.10-AUTH-SERVER,No,47,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00252,2026-07-23T14:58:00,SOC-A03,Medium,Lateral Movement,10.0.5.10-EMAIL-GW,No,96,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00911,2026-07-15T18:00:00,SOC-A03,High,Brute Force Attempt,10.0.4.10-AUTH-SERVER,No,30,Blocked source IP. Alert closed.
CASE-00197,2026-07-18T01:18:00,SOC-A02,Critical,Policy Violation,10.0.4.10-AUTH-SERVER,No,224,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00154,2026-08-10T13:20:00,SOC-A02,Medium,Policy Violation,10.0.3.20-PAYMENT-PROC,No,97,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00117,2026-07-20T14:34:00,SOC-A04,Medium,Phishing Email,10.0.3.20-PAYMENT-PROC,No,68,Escalated to incident response team. Containment actions initiated.
CASE-00245,2026-07-21T12:39:00,SOC-A03,High,DDoS Indicator,10.0.3.20-PAYMENT-PROC,No,159,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00416,2026-07-01T10:58:00,SOC-A02,Medium,Data Exfiltration,10.0.6.10-WORKSTATION-POOL,No,53,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00242,2026-07-17T03:25:00,SOC-A03,Low,Data Exfiltration,10.0.3.20-PAYMENT-PROC,No,106,Escalated to incident response team. Containment actions initiated.
CASE-00616,2026-08-20T07:10:00,SOC-A04,High,Lateral Movement,10.0.5.20-VPN-ENDPOINT,Yes,126,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00704,2026-09-06T06:44:00,SOC-A01,Low,DDoS Indicator,10.0.1.10-WEBSERVER,No,83,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00263,2026-08-12T09:29:00,SOC-A04,Critical,Policy Violation,10.0.5.10-EMAIL-GW,No,64,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00165,2026-08-06T21:43:00,SOC-A03,Medium,Privilege Escalation,10.0.5.10-EMAIL-GW,No,15,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00662,2026-08-16T11:12:00,SOC-A01,Low,Lateral Movement,10.0.5.10-EMAIL-GW,No,108,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00294,2026-08-29T17:41:00,SOC-A03,Low,Policy Violation,10.0.3.20-PAYMENT-PROC,No,75,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00865,2026-08-22T10:00:00,SOC-A05,Medium,Malware Detection,10.0.2.51-DB-CUSTOMER,No,3,No action required.
CASE-00423,2026-07-19T10:47:00,SOC-A03,Low,Malware Detection,10.0.3.20-PAYMENT-PROC,No,31,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00209,2026-08-04T03:51:00,SOC-A04,Low,Phishing Email,10.0.4.10-AUTH-SERVER,No,59,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00650,2026-07-01T09:14:00,SOC-A01,Low,Lateral Movement,10.0.3.20-PAYMENT-PROC,No,108,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00066,2026-09-20T08:49:00,SOC-A02,High,Malware Detection,10.0.4.10-AUTH-SERVER,Yes,100,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00327,2026-09-25T15:08:00,SOC-A03,Medium,Data Exfiltration,10.0.1.20-APPSERVER,No,94,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00421,2026-07-23T23:00:00,SOC-A04,Critical,Brute Force Attempt,10.0.5.10-EMAIL-GW,No,227,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00446,2026-09-27T07:03:00,SOC-A03,High,Lateral Movement,10.0.3.20-PAYMENT-PROC,Yes,35,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00800,2026-07-06T03:47:00,SOC-A02,Low,Brute Force Attempt,10.0.5.10-EMAIL-GW,No,30,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00702,2026-07-05T02:49:00,SOC-A04,Low,Malware Detection,10.0.3.20-PAYMENT-PROC,No,114,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00155,2026-07-12T02:05:00,SOC-A03,Medium,Data Exfiltration,10.0.5.20-VPN-ENDPOINT,No,113,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00247,2026-09-27T20:01:00,SOC-A02,Medium,Brute Force Attempt,10.0.3.20-PAYMENT-PROC,No,102,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00152,2026-08-28T16:38:00,SOC-A01,Medium,DDoS Indicator,10.0.6.10-WORKSTATION-POOL,No,119,Escalated to incident response team. Containment actions initiated.
CASE-00474,2026-07-29T22:56:00,SOC-A01,Low,DDoS Indicator,10.0.1.20-APPSERVER,No,59,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00374,2026-08-10T04:24:00,SOC-A04,High,Data Exfiltration,10.0.5.10-EMAIL-GW,No,123,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00206,2026-09-19T05:51:00,SOC-A04,Low,Lateral Movement,10.0.5.20-VPN-ENDPOINT,No,14,Escalated to incident response team. Containment actions initiated.
CASE-00535,2026-07-18T23:25:00,SOC-A03,High,Lateral Movement,10.0.6.10-WORKSTATION-POOL,Yes,192,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00062,2026-09-28T12:31:00,SOC-A01,Low,Malware Detection,10.0.1.20-APPSERVER,No,106,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00642,2026-09-10T23:56:00,SOC-A01,Medium,Anomalous Login,10.0.3.20-PAYMENT-PROC,No,115,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00745,2026-09-28T18:25:00,SOC-A04,Medium,Unauthorized Access,10.0.5.20-VPN-ENDPOINT,No,61,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00580,2026-08-28T12:36:00,SOC-A04,Low,Malware Detection,10.0.1.20-APPSERVER,No,74,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00445,2026-08-21T04:39:00,SOC-A04,Medium,Unauthorized Access,10.0.5.20-VPN-ENDPOINT,No,14,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00838,2026-08-27T17:00:00,SOC-A05,High,DDoS Indicator,10.0.3.10-SWIFT-GATEWAY,No,1,"False positive, closed."
CASE-00546,2026-09-13T18:25:00,SOC-A01,High,DDoS Indicator,10.0.1.20-APPSERVER,Yes,171,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00654,2026-09-12T12:05:00,SOC-A03,High,Unauthorized Access,10.0.6.10-WORKSTATION-POOL,Yes,119,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00275,2026-09-10T14:43:00,SOC-A01,High,Brute Force Attempt,10.0.5.20-VPN-ENDPOINT,Yes,131,Escalated to incident response team. Containment actions initiated.
CASE-00479,2026-09-15T01:42:00,SOC-A01,Low,Malware Detection,10.0.6.10-WORKSTATION-POOL,No,16,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00819,2026-09-06T01:00:00,SOC-A05,Critical,Unauthorized Access,10.0.3.10-SWIFT-GATEWAY,No,2,"False positive, closed."
CASE-00677,2026-09-27T22:57:00,SOC-A04,Medium,Data Exfiltration,10.0.1.20-APPSERVER,No,108,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00219,2026-09-17T09:44:00,SOC-A02,Critical,Malware Detection,10.0.4.10-AUTH-SERVER,Yes,61,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00512,2026-08-24T00:33:00,SOC-A02,Low,Brute Force Attempt,10.0.4.10-AUTH-SERVER,No,16,Escalated to incident response team. Containment actions initiated.
CASE-00591,2026-09-03T11:25:00,SOC-A02,High,DDoS Indicator,10.0.6.10-WORKSTATION-POOL,Yes,147,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00192,2026-08-29T09:49:00,SOC-A04,Low,Privilege Escalation,10.0.5.10-EMAIL-GW,No,30,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00529,2026-07-27T17:53:00,SOC-A04,High,Data Exfiltration,10.0.5.20-VPN-ENDPOINT,Yes,195,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
